PHONE,COLLEGE NAME,STATE,DISTRICT,MAIL ID,PHONE
838,"GANDHI INSTITUTE OF SCIENCE AND TECHNOLOGY, RAYAGADA",Orissa,Rayagada,gistcollege@yahoo.com,6856211455
839,Rayagada Institute of Technology and Management,Orissa,Rayagada,principal@ritamindia.net,
840,College of pharmaceutical sciences,Orissa,Puri,puri_cps@yahoo.co.in,250804
841,GHANSHYAM HEMALATA INSTITUTE OF TECHNOLOGY & MANAGEMENT,Orissa,Puri,ghitm@hotmail.com,6752246613
842,Milandevi Industrial Training Center,Orissa,Mayurbhanj,milandeviiti.05@gmail.com,9437380354
843,G .C Bala Industrial Training Center,Orissa,Mayurbhanj,gcbalaitc@gmail.com,6792240064
844,Maharaja Purna Chandra College,Orissa,Mayurbhanj,mpcautocollege@gmail.com,
845,Rinkulraj  ITC,Orissa,Mayurbhanj,rinkulrajitc@yaho.com,
846,Seemanta Mahavidyalaya,Orissa,Mayurbhanj,seemanta.mahavidyalaya991@gmail.co,6791222226
847,SEEMANTA  I.T.C,Orissa,Mayurbhanj,seemanthaitc@yahoo.in,222207
848,Gorumahi Sane I.T.C,Orissa,Mayurbhanj,principalgorumahisaniitc@gmail.com,
849,SEC JHARPOKHRIA,Orissa,Mayurbhanj,principal@seemantaengg.ac.in,
850,Mayurbhanj Industrial Training Centre,Orissa,Mayurbhanj,mbjitc@rediffmail.com,9938724270
851,Little Flower  I T C,Orissa,Mayurbhanj,littlefloweritc@gmail.com,9437609698
852,Mayurbhanj Medical Academy,Orissa,Mayurbhanj,mmabpd@rediffmail.com,9437039228
853,"Divine Institute of Engineering & Technology, Baripada",Orissa,Mayurbhanj,dietbaripada@gmail.com,256805
854,"Maa Saraswati College of Professional Education, ITC",Orissa,Mayurbhanj,maasaraswatiitc7@gmail.com,
855,Ritayani Industrial Training Center,Orissa,Mayurbhanj,ritayaniitc@gmail.com,9437082220
856,Rakhal Chandra Industrial Training Centre,Orissa,Mayurbhanj,rcitcbpd@gmail.com,9437037421
857,Samanta Chandrasekhar Institute of Technology and Management,Orissa,Koraput,nfo@scitm.org,
858,Mayurbhanj School Of Engineering,Orissa,Mayurbhanj,msebaripada@gmail.com,6792278148
859,MITS,Orissa,Rayagada,principalofmits@gmail.com,6856233497
860,SSB Regional Institute of Science & Technology,Orissa,Mayurbhanj,ssbrahmaednt@rediffmail.c,9437744676
861,Regional College of Management,Orissa,Khordha,info@rcmspace.com,
862,Gandhi Institute of Excellent Technocrats,Orissa,Khordha,principal@gietbbsr.edu.in,7894424149
863,Barrister Ranjit Mohanty International Institute Of Technology,Orissa,Khordha,admission@brm.edu.in,
864,CENTRAL INSTITUTE OF PLASTIC ENGINEERING.,Orissa,Khordha,hocipetolc@gmail.com,
865,"GANDHI INSTITUTE FOR EDUCATION AND TECHNOLOGY, KHURDA",Orissa,Khordha,info@gietbbsr.com,6742301562
866,Ganesh Institute Of Engineering & Technology,Orissa,Khordha,info@ganeshpolytechnic.edu.in,8059000677
867,"Silicon Institute of Technology, Bhubaneswar",Orissa,Khordha,director@silicon.ac.in,6742725448
868,NILACHAL POLYTECHNIC COLLEGE,Orissa,Khordha,principal@nilachalpolytec,6742725416
869,KIIT School of Management,Orissa,Khordha,kiit@kiit.ac.in,
870,C.V.Raman Polytechnic,Orissa,Khordha,infopolytechnic@cvrgi.edu.in,6743260602
871,"VIVTECH, Orissa",Orissa,Khordha,info@vivtech.co.in,
872,Eastern Academy of Science & Technology (EAST),Orissa,Khordha,info@eastodissa.ac.in,2356721
873,School of Pharmaceutical Sciences,Orissa,Khordha,dean.spsiter@soauniversity.ac.in,
874,KIIT School of Biotechnology,Orissa,Khordha,kiit@kiit.ac.in,
875,National Institute Of Social Works and Social Sciences,Orissa,Khordha,niswass1@bsnl.in,
876,Regional Institue Of Education,Orissa,Khordha,riebbs@yahoo.in,
877,MODERN INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Orissa,Khordha,info@mitm.edu.in,9439864386
878,College of Engineering Bhubneshwar (CEB),Orissa,Khordha,ceb_academic@koustuvgroup.ac.in,
879,The Techno School,Orissa,Khordha,tts_bbsr@yahoo.in,9238102898
880,HI-TECH COLLEGE OF ENGINEERING,Orissa,Khordha,info@hce.ac.in,2371604
881,Biju Patnaik Institute of Information Technology & Management Studies,Orissa,Khordha,biitm.bbabca@gmail.ac.in,
882,KMBB College of Engineering and Technology,Orissa,Khordha,admission@kmbb.in,
883,NM INSTITUTE OF ENGINEERING AND TECHNOLOGY,Orissa,Khordha,mailtonmiet@yahoo.com,6742471649
884,MAHARAJA INSTITUTE OF TECHNOLOGY,Orissa,Khordha,samser.mitbbsr@gmail.com,6755242490
885,"Centurion Institute of Technology, Jatni",Orissa,Khordha,gjena.cgi.org@gmail.com,
886,"Synergy Institute of Technology , Bhubaneswar",Orissa,Khordha,contact@synergyinstitute.ac.in,6712356150
887,"College of Engineering & Technology, Bhubaneswar (CET)",Orissa,Khordha,info@cet.edu.in,
888,Bhubaneswar Polytechnic,Orissa,Khordha,info@bhubaneswarpolytechnic.com,
889,KIIT,Orissa,Khordha,kiit@kiit.ac.in,
890,Orissa Engineering College,Orissa,Khordha,principal@oec.ac.in,
891,Rama Devi Womens College,Orissa,Khordha,principal@rdwc.org,
892,INDIC INSTITUTE OF DESIGN &  RESEARCH,Orissa,Khordha,"mail@indicindia.com,shinu",9238106469
893,Institute of Medical Sciences & SUM Hospital,Orissa,Khordha,sumhospital@soauniversity.ac.in,
894,SOPHITORIUM ENGINEERING COLLEGE,Orissa,Khordha,info@sophitorium.org,
895,"Srusti Academy of Management, Bhubaneswar",Orissa,Khordha,mail@srustiacademy.org,7894197061
896,Indian Institute of Tourism and Travel Management,Orissa,Khordha,saratlenka@rediffmail.com,
897,Bhubaneswar Institute of Industrial Technology,Orissa,Khordha,biitcollege@yahoo.com,
898,"NMIET, Bhubaneswar",Orissa,Khordha,mailtonmiet@yahaoo.com,
899,Shibani Institute Of Technical Education,Orissa,Khordha,principal@shibaniinstitute.org,
900,Institute of management & information science,Orissa,Khordha,infocentre@imis.ac.in,6542257
901,Asian School Of Technology,Orissa,Khordha,purusottam_ast@yahoo.in,9238109155
902,Orissa University Of Agriculture,Orissa,Khordha,ouatmain@hotmail.com,
903,EINSTEIN ACADEMY OF TECHNOLOGY & MANAGEMENT,Orissa,Khordha,principal@eatm.in info@e,6755243623
904,Gandhi Institute For Technology,Orissa,Khordha,gift_bbsr@yahoo.co.in,7873008291
905,Raajdhani Engineering College,Orissa,Khordha,rec_bbsr@yahoo.co.in,6444583
906,Hi-Tech Institute of Technology(H.I.T),Orissa,Khordha,info@hit.ac.in,211331
907,TempleCity Institute of Technology & Engineering,Orissa,Khordha,info@tite.ac.in,223367
908,KONARK INSTITUTE OF SCIENCE & TECHNOLOGY,Orissa,Khordha,info@kist.ac.in,2490965
909,GURUKULA INSTITUTE OF TECHNOLOGY,Orissa,Khordha,Gurukul_bbsr@yahoo.co.in,9238102900
910,SUDDHANANDA ENGINEERING & RESEARCH CENTER (SERC),Orissa,Khordha,principalserc@rediffmail.,9237003444
911,Asian School of Business Management,Orissa,Khordha,institute @asbm.ac.in,
912,Gurukula Engineering School,Orissa,Khordha,Gurukulaenggschool09@gmai,9238102899
913,Swami Vivekananda School of Engineering & Technology,Orissa,Khordha,svset_in@yahoo.com,9338761490
914,"Trident Academy Of Technology,Bhubaneswar",Orissa,Khordha,info@trident.ac.in,
915,Maharaja Polytechnic,Orissa,Khordha,info.mp09@gmail.com,6755242490
916,Indus School Of Engineering,Orissa,Khordha,info@indus.ac.in,
917,KIIT University,Orissa,Khordha,kiit@kiit.ac.in,
918,College of Agriculture,Orissa,Khordha,deanca@rediffmail.com,
919,Gandhi Institute OF Technology And Management,Orissa,Khordha,principalgitam@yahoo.com,2113255
920,Trident Academy Of Creative Technology,Orissa,Khordha,", rteagcitsitnrdaira@@giytahmo.eod.cuom",
921,Aryan Institute of Engg. & Technology,Orissa,Khordha,aryan.edu23@gmail.com,
922,Spintronic Technology & Advance Research,Orissa,Khordha,admission@spintronicbbsr.org,
923,Dadhibamana ITC,Orissa,Kendujhar,info@helpuindia.com,
924,Baitarani Industrial Training Centre,Orissa,Kendujhar,baitaraniitc2007@gmail.co,238138
925,"Orissa School of Mining Engineering, Keonjhar",Orissa,Kendujhar,principalgcekjr08@gmail.c,
926,Rajiv Gandhi South Campus,Uttar Pradesh,Mirzapur,chairman.cgrgsc@bhu.ac.in,
927,Chandrasekhar industrial training centre,Orissa,Kendujhar,chandrashekharitc50@gmai,9178670709
928,GOVERNMENT COLLEGE OF ENGINEERING KALAHANDI,Orissa,Kalahandi,principalgcek@gmail.com,
929,Black Diamond School of Engineering,Orissa,Jharsuguda,amirkabdse@gmail.com,986106604
930,"National Institute Of ScienceTechnology, Ganjam",Orissa,Ganjam,scholarship@nist.edu,9437044480
931,Pharmaceutical Science Mohuda,Orissa,Ganjam,principal_cpsbam@yahoo.co.in,
932,GANDHI ACADEMY OF TECHNOLOGY AND ENGINEERING(GATE),Orissa,Ganjam,gateinformation@gmail.com,
933,Synergy Institute of Engineering & Technology,Orissa,Dhenkanal,sietdkl@synergyinstitute.net,6762226708
934,"Deogarh Industrial Training Centre, Deogarh",Orissa,Deogarh,deogarhitc1996@gmail.com,226034
935,Dhabaleswar institute of polytechnic,Orissa,Cuttack,info@ditcorissa.com,
936,Suddhananda Residential Polytechnic,Orissa,Cuttack,principalsrp@sgoi.org,
937,"National Law College, Odisha",Orissa,Cuttack,registrar@nluo.ac.in,
938,"AJAY-BINAY INSTITUTE OF TECHNOLOGY- PILOO MODY COLLEGE OFARCHITECTURE",Orissa,Cuttack,abitew@yahoo.co.in,
939,Royal Industrial Training Centre,Orissa,Bhadrak,principal@royaliti.in,
940,BHADRAK INSTITUTE OF ENGINEERING & TECHNOLOGY,Orissa,Bhadrak,principalbiet@rediffmail.com,
941,MAA RANI ITC,Orissa,Bhadrak,mr2itc@yahoo.in,
942,Hi-Tech Institute of Engineering & Management,Orissa,Bhadrak,principal@hiem-bdk.org,
943,Baba Rameswar & Ragunath Industrial Training Centre,Orissa,Bhadrak,babarameswarandraghunathi,9438355663
944,"Padmashree Krutartha Acharya College of Engineering , Bargarh",Orissa,Bargarh,pkace@rediffmail.com,
945,Adarsha College of Engineering,Orissa,Angul,ace.angul@yahoo.com,9185990053
946,KALINGA INSTITUE OF MINING ENGINEERING & TECHNOLOGY,Orissa,Angul,kimet_cpd@rediffmail.com,
947,shree Dhriti Industrial Training Center,Orissa,Angul,principalsitc@hotmail.com,9338892117
948,"Pavitramohan Institute of Technology, Talchar",Orissa,Angul,pmit.orissa@gmail.com,
949,Sushree Institute of Technical Education,Orissa,Balangir,sushree_diploma@bsnl.in,
950,Satyasai Engineering College,Orissa,Balasore,satyasaienggcollege@rediffmail.com,
951,Balasore Technical School,Orissa,Balasore,shekhainah@hotmail.com,
952,BIT Polytechnic,Orissa,Balasore,"bit_balasore@rediffmail.com,admission@bitpolytech.org",
953,Jhadeswar Institute of Engineering & Technology,Orissa,Balasore,principaljiet@gmail.com,
954,RajaKishore Chandra Academy of Technology,Orissa,Balasore,rkcat2008@yahoo.com,
955,Koustuv School of Engineering,Orissa,Khordha,kse@koustuvgroup.ac.in,6742743599
956,Vivekananda Institute of Technology,Orissa,Khordha,principal@vivtech.co.in,6545304
957,BALASORE COLLEGE OF ENGINEERING,Orissa,Balasore,bcetbalasore@yahoo.co.in,
958,Basanti Industrial Training Center,Orissa,Balasore,basantiitc@gmail.com,
959,Bonaigarh Industrial Training Centre,Orissa,Sundargarh,bonaigarhitc1996@gmail.com,244057
960,Jalda Industrial Training centre,Orissa,Sundargarh,jitcrkl@rediffmail.com,
961,Modern Industrial Training Centre,Orissa,Sundargarh,modernitc04@gmail.com,2664734
962,"Sundargarh Engineering College, Sundargarh",Orissa,Sundargarh,bijaytrupti@yahoo.co.in,
963,Indira Memorial Industrial Training Centre Jhirpani,Orissa,Sundargarh,imitc.rkl@gmail.com,6612470223
964,Rourkela Institute of Technology,Orissa,Sundargarh,info@ritrkl.ac.in,
965,"Don Bosco ITC, Kuarmunda",Orissa,Sundargarh,donboscokmd@gmail.com,801884071
966,BUDHUVIR INDUSTRIAL TRAINING CENTRE,Orissa,Sundargarh,budhuviriti_bartoli@yahoo.com,
967,Khandadhar Industrial Training Centre,Orissa,Sundargarh,khandadharitc1996@gmail.c,232697
968,"Nirman Institute of Technology, Nuagaon",Orissa,Sundargarh,nirman.nit@rediffmail.com,
969,"Industrial Training Centre, Raghunath Palli",Orissa,Sundargarh,rnpalliitc@rediffmail.com,
970,Bramhani Industrial Training Centre,Orissa,Sundargarh,bitcrkl@rediffmail.com,2664727
971,"BANWARILAL MEMORIAL ITC, RAJGANGPUR",Orissa,Sundargarh,principalbmitc@rediffmail.com,
972,Koel Industrial Training Centre,Orissa,Sundargarh,koelitc@gmail.com,6612472790
973,Progati ITC,Orissa,Sundargarh,progotiitc@gmail.com,
974,Utkal Industrial Training Center,Orissa,Sundargarh,utkalitc@gmail.com,
975,Guru Nanak Public school Rourkela,Orissa,Sundargarh,gnps21rkl@gmail.com,
976,IB Industrial Training Centre,Orissa,Sundargarh,ibitcsng@gmail.com,
977,ROURKELA INSTITUTE OF MANAGEMENT STUDIES,Orissa,Sundargarh,admin@rims-edu.com,
978,"Dr. Ambedkar Memorial Institute of Information Technology & ManagementScience",Orissa,Sundargarh,damits.jagda@gmail.com,
979,Chhend Industrial Training Centre,Orissa,Sundargarh,contact@citc.org,
980,CITY Institute of Technical Education,Orissa,Sundargarh,cite_rkl@rediffmail.com,9238107778
981,Kanak Manjari Institute of Pharmaceutical Sciences,Orissa,Sundargarh,rkl_kmips@rediffmail.com,
982,Global Industrial Training Centre,Orissa,Sundargarh,globalitc.rkl@gmail.com,9937109404
983,Kalinga Industrial Training Centre,Orissa,Sundargarh,kalingaitc1996@gmail.com,6612616533
984,Veer Surendra Sai University of Technology,Orissa,Sambalpur,info@vssut.ac.in,6632430573
985,Gayatri College of Pharmacy,Orissa,Sambalpur,gaycop1986@rediffmail.com,9238735640
986,"Orissa Engineering college, Nabajyoti Bihar",Orissa,Bhubaneswar,principal@oec.ac.in,239723
987,Regional College of Management Autonomous,Orissa,Bhubaneswar,principal@rcm.ac.in,2300421
988,U. C. Industrial Training Institute Birikuan,Orissa,Koenjhar,uciti2006@gmail.com,
989,Bhimeshwar Industrial Training Center,Orissa,Koenjhar,bhimeswaritc@rediffmail.com,
990,Koenjhar school of Engineering,Orissa,Koenjhar,itckeonjhar.dani@rediffmail.com,
991,Panchayat Samiti Industrial Training Institute,Orissa,Koenjhar,psiti2010@gmail.com,9777122169
992,JIPMER INSTITUTE OF POST GRADUATE MEDICAL EDUCATION AND RESEARCH,Puducherry,Pondicherry,dean@jipmer.edu.in,
993,Pondicherry Engineering College,Puducherry,Pondicherry,info@pec.edu,
994,Regency Institute of Technology,Puducherry,Pondicherry,rit_dean@yahoo.in,
995,Pondicherry Central University,Puducherry,Pondicherry,registrar@pondiuni.edu.in,
996,Dr. Ambedkar Memorial Industrial Training Centre,Orissa,Sundargarh,damitc.org@gmail.com,6612471892
997,Rourkela Industrial Training Centre (RITC),Orissa,Sundargarh,ritcbmt@gmail.com,2645625
998,ISPAT INDUSTRIAL TRAINING CENTRE,Orissa,Sundargarh,ispatitc@gmail.com,6612470981
999,Rayat Institute of Engineering and Information Technology .,Punjab,Nawanshahar,rieit@rayatbahra.com,
1000,KC COLLEGE OF ENGINEERING & IT,Punjab,Nawanshahar,kcceit@kcinstitutes.com,8872088406
1001,KC POLYTECHNIC COLLEGE,Punjab,Nawanshahar,principal.poly@kcinstitu,
1002,Guru Kashi University,Punjab,Bathinda,info@gurukashiuniversity.in,
1003,Bhai Mani Singh Polytechnic College,Punjab,Bathinda,bms.polytechnic@gmail.com,
1004,Saraswati Polytechnic College,Punjab,Bathinda,saraswatipolytechnic@yahoo.in,
1005,Guru Ram Das Polytechnic College,Punjab,Bathinda,grdpc@in.com,
1006,Guru Teg Bahadur Khalsa Institute of Engineering & Technology,Punjab,Muktsar,principal@gtbkiet.org,
1007,Bhai Maha Singh College of Engineering,Punjab,Muktsar,principalbmsce@yahoo.co.in,
1008,Adesh Polytechnic College,Punjab,Muktsar,office_apm@rediffmail.com,
1009,ABBNOOR POLYTECHNIC COLLEGE,Punjab,Faridkot,abbnoor@abbnoor.com,
1010,MALWA POLYTECHNIC COLLEGE,Punjab,Faridkot,admissionmpf@malwapolytechnic.com,
1011,shiv shankar institute of engineering & technology,Punjab,Amritsar,ssietpatti@yahoo.co.in,
1012,Global Institute of Management and Emerging Technologies,Punjab,Amritsar,info@globalinstitutes.org,
1013,Shaheed Bhagat Singh Polytechnic College,Punjab,Amritsar,sbspoly@yahoo.com,
1014,C T Institute of Engineering Management & Technology,Punjab,Jalandhar,aoctiemt@ctgroup.in,1815055127
1015,Punjab Technical University,Punjab,Jalandhar,registrar@ptu.ac.in,
1016,"Lovely Professional University, Jalandhar",Punjab,Jalandhar,info@lpu.co.in,
1017,CT POLYTECHNIC COLLEGE JALANDHAR,Punjab,Jalandhar,aoctpc@ctgroup.in,9914003901
1018,Dr. B.R. Ambedkar National Institute of Technology Jalandhar,Punjab,Jalandhar,nitj.ac.in,1812690301
1019,Bhai Gurdas Institute of EngineeringTechnology,Punjab,Sangrur,info@bgiet.ac.in,278528
1020,Gian Jyoti Group of Institutions,Punjab,Patiala,gjiet@gmail.com,
1021,Swami Vivekanand Institute of Engineering & Technology,Punjab,Patiala,director@svsm.in,
1022,Aryans College of Engineering,Punjab,Patiala,info@aryans.ed.in,8427013388
1023,Surya School of Engineering & Technology,Punjab,Patiala,info@suryaworld.edu.in,
1024,RIMT-Maharaja Agrasen Engineering College,Punjab,Fatehgarh Sahib,principalrimtmaec@yahoo.com,
1025,CONTINENTAL INSTITUTE OF ENGINEERING & TECHNOLOGY,Punjab,Fatehgarh Sahib,info@continental.ac.in,1762505600
1026,RIMT Polytechnic MandiGobindgarh,Punjab,Fatehgarh Sahib,rimtpolytechnic@gmail.com,
1027,RIMT Institute of Engineering Technology,Punjab,Fatehgarh Sahib,info@rimtengg.com,
1028,Baba Banta Singh Bahadur Engineering College,Punjab,Fatehgarh Sahib,principal @ bbsbec . ac . in,
1029,Desh Bhagat Engineering College,Punjab,Fatehgarh Sahib,contactus@dbec.org,
1030,Shaheed Bhagat Singh State Technical Campus,Punjab,Ferozepur,director@sbsstc.ac.in,
1031,Ghubaya College of Engineering & Technology,Punjab,Ferozepur,gcetpb@gmail.com,
1032,Sri Sukhmani Institute of Engineering & Technology,Punjab,SAS Nagar,principal@srisukhmanigrou,1762506445
1033,Longowal Polytechnic & Pharmacy College,Punjab,Mohali,lppcderabassi@gmail.com,
1034,Swami Parmanand Polytechnic,Punjab,Mohali,swamiparmanandpolytechnic@yahoo.co,
1035,"GGS Polytechnic, Kharar",Punjab,Mohali,ggs_polytechnic@yahoo.co.in,
1036,Swami Parmanand Engineering College,Punjab,Mohali,infospec.lalru08@gmail.com,1762277124
1037,GGS College of Modern Technology,Punjab,Mohali,ggscollege@yahoo.com,
1038,Universal Institute of Enginering & Technology,Punjab,Mohali,info@ugi.ac.in,
1039,Longowal Polytechnic College,Punjab,Mohali,lppcderabassi@gmail.com,
1040,Punjab College Of Engineering & Technology,Punjab,Mohali,contact@pcet.org,
1041,Chandigarh Engineering College,Punjab,Mohali,info@cecmohali.org,
1042,Chandigarh Group of Colleges,Punjab,Mohali,",icngfco.@regcigsctr.eard@u.ginmail.com",
1043,PUNJAB COLLEGE OF ENGINEERING & APPLIED RESEARCH,Punjab,Mohali,contact@pgc.edu.in,
1044,"Aryabhatta Group of Institutes, Barnala",Punjab,Barnala,aryabhatta.barnala@gmail.,1679288019
1045,Paras Institute of Information Technology & Management Studies,Punjab,Gurdaspur,pwf_bamial@yahoo.in,8146208000
1046,"Sukhjinder Technical Campus, Tehsil Dhar Kalan, Dunera",Punjab,Gurdaspur,"info@stcgurdaspur.org,admission@stcgurdaspur.org",
1047,S. Sukhbinder singh Engineering & Technology,Punjab,Gurdaspur,sssetc@rediffmail.com,9317899015
1048,Gurunanak Dev university of Regionl Campus,Punjab,Gurdaspur,admn@gndu.ernet.in,
1049,Gulzar Group of InstitutesG T Road Khanna Ludhiana Punjab,Punjab,Ludhiana,info @ggi.ac.in,
1050,Indian Institute of Technology Ropar,Punjab,Ropar,sham@iitrpr.ac.in,1881227078
1051,Adesh Institute of Technology,Punjab,SAS Nagar,aitgharuan@gmail.com,
1052,Panjab University Swami Sarvanand Giri Regional Centre,Punjab,Hoshiarpur,bains.harminder63@gmail.com,
1053,Advanced Technical Training Centre,Sikkim,East Sikkim,"palden_1@yahoo.com,tenzingpradhan@gmail.com",
1054,"National Institute of Technology, Sikkim",Sikkim,South Sikkim,fisa.nitsikkim@gmail.com,
1055,Bhagwant University,Rajasthan,Ajmer,aresttbhagwant@gmail.com,8058642047
1056,School of Aeronautics (Neemrana),Rajasthan,Alwar,info@soaneemrana.com,
1057,"Laxmi Devi Institute of Engineering & Technology,Chikani",Rajasthan,Alwar,directorliet@gmail.com,1442883476
1058,"Institute of Engineering & Technology, Alwar",Rajasthan,Alwar,ietalwar@ietalwar.com,9929110008
1059,Siddhi Vinayak College of Science & Hr. Education,Rajasthan,Alwar,gma@gmcolleges.com,
1060,"Government Engineering College,Bharatpur",Rajasthan,Bharatpur,principal.gecbharatpur@gmail.com,
1061,"MLV Textile & Engineering College, Bilwara",Rajasthan,Bhilwara,mlvti_jp1@sancharnet.in,
1062,Marudhar Engineering College,Rajasthan,Bikaner,info@marudhar.ac.in,
1063,Faculty of Engineering & Department of Life Science,Rajasthan,Churu,oncampus@iaseuniversity.org.in,
1064,KAUTILYA INSTITUTE OF TECHNOLOGY AND ENGINEERING,Rajasthan,Jaipur,info@kautilya.net,
1065,Manipal University Jaipur,Rajasthan,Jaipur,registrar@jaipur.manipal.edu,
1066,"MJRP UNIVERSITY, JAIPUR",Rajasthan,Jaipur,info@mjrpuniversity.com,
1067,Global Institute of Technology,Rajasthan,Jaipur,support@gctjaipur.com,
1068,Apex Institute of Management & Science,Rajasthan,Jaipur,info@apexedu.org,
1069,"BMIT,Jaipur",Rajasthan,Jaipur,inquiry@bmitjaipur.org,
1070,Amity University.,Rajasthan,Jaipur,admissionsjpr@amity.edu,
1071,Jaipur Institute of Technology (group of Institution),Rajasthan,Jaipur,info@jitjaipur.com,
1072,Regional Institute of Polytechnic Studies,Rajasthan,Jaipur,info@deepshikha.org,
1073,Poddar International College.,Rajasthan,Jaipur,admission@poddarinstitute.org,
1074,"BIRLA INSTITUTE OF TECHNOLOGY, EXTENSION CENTRE JAIPUR",Rajasthan,Jaipur,bitjaipur@bitmesra.ac.in,
1075,Jaipur National University,Rajasthan,Jaipur,info@jnujaipur.ac.in,1412779016
1076,Poornima College Of Engineering,Rajasthan,Jaipur,info@poornima.org,1412770790
1077,Dr Radhakrishnan Polytechnic College,Rajasthan,Jaipur,drpcjaipur@gmail.com,
1078,Poornima University,Rajasthan,Jaipur,info@poornima.edu.in,
1079,"Compucom Institute of Information Technology & Management, Jaipur",Rajasthan,Jaipur,adm@ciitm.org,
1080,Jagannath University,Rajasthan,Jaipur,admission@jagannathuniversity.org,
1081,Vivekananda  Institute  of  Technology,Rajasthan,Jaipur,info@vitej.ac.in,4077900
1082,Jagannath Gupta Institute of Engineering & Technology,Rajasthan,Jaipur,jnit@jimsindia.org,1414071500
1083,"APEX INSTITUTE OF ENGINEERING & TECHNOLOGY,JAIPUR",Rajasthan,Jaipur,info@apexcollege.in,
1084,MJRP College Of Engineering & Technology,Rajasthan,Jaipur,info@mjrpuniversity.com,
1085,"Jaipur college of engineering,kukas",Rajasthan,Jaipur,jeckukas@yahoo.com,
1086,Arya College of Engg. & IT,Rajasthan,Jaipur,principal@aryacollege.in,1412621967
1087,"Guru Nanak Dev Engineering College, Ludhiana",Punjab,Ludhiana,director@gndec.ac.in,2502700
1088,LALA LAJPAT RAI INSTITUTE OF ENGINEERING & TECHNOLOGY,Punjab,Moga,llrmpc_principal@yahoo.co,981443816
1089,Pratap University,Rajasthan,Jaipur,info@pratapuniversity.in,6213582
1090,Govt. College of Engineering and Technology,Rajasthan,Bikaner,principal@cet-gov.ac.in,15122509
1091,Siddharth Institute of Technology,Rajasthan,Jaipur,sitc.jaipur@gmail.com,14165077
1092,Universal Technical College,Rajasthan,Jaipur,bhomia9yogesh@rediffmail.,8696904321
1093,Swami Keshwanand Institute Of Technology,Rajasthan,Jaipur,info@skit.ac.in,
1094,"UNIVERSITY OF ENGINEERING AND MANAGEMENT,JAIPUR",Rajasthan,Jaipur,DIRECTOR@IEMCAL.COM,1423516106
1095,SURESH GYAN VIHAR UNIVERSITY,Rajasthan,Jaipur,registrar@gyanvihar.org,
1096,Biyani School Of Nursing Para Medical Science,Rajasthan,Jaipur,info@biyanicolleges.org,
1097,"NIMS INSTITUTE OF ENGINEERING AND TECH, NIMS UNIVERSITY",Rajasthan,Jaipur,"registrar@nimsuniversity.org,admissions@nimsuniversity.org",
1098,International College for Girls,Rajasthan,Jaipur,vc@iisuniv.ac.in,
1099,Maharani Girls Engineering College,Rajasthan,Jaipur,mgijaipur@gmail.com,
1100,Maharishi Arvind Institute of Engineering & Technology,Rajasthan,Jaipur,info@maietjaipur.com,2784311
1101,Rajeshthan Institute of Engineering & Technology,Rajasthan,Jaipur,admission@rietjaipur.com,
1102,Dr. RadhaKrishnan Institute of Technology,Rajasthan,Jaipur,dritjaipur@gmail.com,
1103,Jaipur Institute of Engineering & Technology,Rajasthan,Jaipur,jietkukas@yahoo.in,
1104,Rajsthan college of Engineering for womens,Rajasthan,Jaipur,admin@rcew.ac.in,
1105,"JAYOTI VIDYAPEETH WOMENS UNIVERSITY, JAIPUR",Rajasthan,Jaipur,admission@jvwu.ac.in,
1106,"Sri Balaji College of Engineering & Technology, Jaipur",Rajasthan,Jaipur,admin@sbss.ac.in,
1107,"A C E R C, Jaipur",Rajasthan,Jaipur,admission@aryacollege.org,
1108,Government Engineering College,Rajasthan,Jhalawar,govtecj@gmail.com,
1109,Shridhar University Pilani,Rajasthan,Jhunjhunu,Registrar@shridharunivers,510000
1110,Jodhpur Engineering College & Research Centre,Rajasthan,Jodhpur,info@jietjodhpur.com,
1111,Marwar BEd College,Rajasthan,Jodhpur,info@mecrc.org,
1112,Jodhpur National University,Rajasthan,Jodhpur,info@jodhpurnationaluniversity.com,
1113,Raj Engineering College,Rajasthan,Jodhpur,mkvssic@gmail.com,2271198
1114,Mayurakshi Institute of Engineering and Technology,Rajasthan,Jodhpur,info@mayurakshi.in,
1115,University College of Engineering,Rajasthan,Kota,vcofficertu@yahoo.co.in,
1116,NATHDWARA INSTITUTE OF ENGINEERING AND TECHNOLOGY,Rajasthan,Rajsamand,info@nathdwarainstitute.c,9571345444
1117,Govindam Polytechnic College,Rajasthan,Sikar,info@govindamcolleges.com,
1118,"Dr. K. N. Modi University, Tonk",Rajasthan,Tonk,registrar@dknmu.org,8875010008
1119,"S S College of Engineering, Udaipur",Rajasthan,Udaipur,sscollege08@rediffmail.com,
1120,S.S. Polytechnic College,Rajasthan,Udaipur,info@sspolytechnic.com,
1121,College of Technology and Engineering,Rajasthan,Udaipur,bpnand@yahoo.com,
1122,"Indian Institute of Management,Udaipur",Rajasthan,Udaipur,pgp@iimu.ac.in,
1123,Pacific Academy of Higher Education & Research University,Rajasthan,Udaipur,admission@pahersociety.org,
1124,Institute of Hotel Management Catering Technology & Applied Nutrition,Tamil Nadu,Chennai,ihmchen@dataone.in,
1125,SRM University Chennai,Tamil Nadu,Chennai,srmufet.rmp@gmail.com,
